source_id,class,label,text
6433,2,Hate,Everyone South of the River Niger is oblivious of the fact that the NorthWest is ripping off this country if our collective patrimony. Nigeria has been retrogressing in their grip
6434,1,Neutral,"Any slave dat betrayed his master is a pig 🐷 dog 🐶, to dos idiots that says rubbish on we the northerners, what is ur problem it is because we always decide who to rule, so go fuck ur self idiots bunch of pigs"
6435,0,Not Hate,": OMG 😭 Just because of a car??? Wtf😭😭😭 one voice dere said in Yoruba that"" u spoilt my car u no suppose dey alive""😭…"
6436,0,Not Hate,": Here is Borno State Governor Kashmir Shettima inspecting 103 terrorists, murderers, rapists and arsonists on th…"
6440,0,Not Hate,banky re u a gay?
6441,2,Hate,Using Sex Toys Is Better Than Being A Slut - Bisi Ibidapo Obe: Yoruba actress Bisi Ididapo Obe who is popularl... LINK
6443,2,Hate,I original skipped this post but going back to the comments.. if I was in the north this arewa people would have killed me... Ordinary low back cos apart from the low back nothing else... Me wey go observe salat finish only to wear bum shorts up and down the area... Ani e gba dun LINK
6444,0,Not Hate,Don't you think Men should be addressed as Human beings and Women should be addressed as Woman beings.
6445,2,Hate,"The northerners and Muslims will rather die than allow power to leave their hands tbh. Not suprised, on an average, they are myopic"
6448,0,Not Hate,Yes ooh 😘 💋 💋 ... Female bread gang LINK
6449,1,Neutral,NTA is the foremost propagandist station in Nigeria.. that’s why Lie Mohammed would expect youths to patronize lies rather than find truth by them selves.. he should have brought out a bill to regulate google in Nigeria.. what a block head for a minster(Monster)..
6451,2,Hate,Ronaldo teaches that there's nothing like having your biological kid around you...not wuruwuru kid like that of idiotic gays
6453,0,Not Hate,"Dear Esteemed Customers, We understand the need to restrict movements during this period and urge everyone to do so. We are available to deliver to your doorstep: 1. Food and food items 2. Pharmaceutical items and 3. Other essential items. Call or send a DM. Stay Safe. LINK"
6454,0,Not Hate,ENUGBE CHALLENGE ✊THE HOOD GUYZ ARE TRYING 🔥 LINK
6455,0,Not Hate,Nigerian Muslims are awesome LINK
6456,2,Hate,Feminist in Nigeria is a satanist movement. They will never triumph. Bastard set of individuals with no purpose.
6458,2,Hate,"Muturu cow calling someone a moron, a miserable terrorist ozuor saying they are ruling and yet you're still the poverty capital of the world Boko Haram product of useless thinking. I pity every northerner I see, almajiri children of beggars"
6463,0,Not Hate,Rahama to arewa twitter :”I get coconut head I no Dey heya word” 🤣🤣🤣🤣
6464,0,Not Hate,": Dear Muslim sisters, Normalize marrying Muslim brothers from other tribes, as long as they are Muslims of proven charac…"
6466,2,Hate,"NIGERIA: BUHARI, FULANI HERDSMEN TERRORIST, MIYETI ALLAH TO NIGERIANS,"
6467,1,Neutral,"Before I continue, I would like to state that this idiot is ""Imam of Biafra"" he cannot be Imam in Islam because Islam does not Accommodate Homosexuality. LINK"
6468,1,Neutral,Those fool will die untimely too ijn
6470,2,Hate,Bitch shouldn't you be in church?!?
6471,0,Not Hate,: This is the image of someone mentally sound leading a nation? ht…
6472,0,Not Hate,LINK Join the with that link and thank me later LINK
6473,0,Not Hate,Proudly Hausa/Fulani💪
6475,0,Not Hate,Salam ya kike?
6476,2,Hate,Y’all be careful who you gossip with cos the way bitches be turning friends lately 😂. The street is full of ASS KISSERS 🤡😂.
6480,2,Hate,"Some bastards here are supporting thoss criminal fulanis. If you know what it takes to loose your love ones to those dreaded criminals, you won't be spewing rubbish here... Yoruba should wake up before it is too late"
6481,2,Hate,"Shegen fuska kamar duwawu(dumbass whore) .... Useless girl, those hausa u re acusing are following God thoughts... Why can't u pray for good government. But shit u sounds lik someon don't even hav religion 💔😩"
6483,2,Hate,"Northerners are the biggest, greediest, erratically selfish and nepotistic thieves &amp; corrupt people in Nigeria... Mayor of newyork, 2011."
6487,0,Not Hate,big ups..phyno and vector slayed it 4 me...baddooo snehhhhh
6491,2,Hate,: Gays And Lesbians Should Repent And Turn To God – Pastor Adeboye... LINK
6494,1,Neutral,""": Kola Boof: “Jesus was Homosexual…Islam &amp; Christianity should be Abolished” on Same Sex Bill "" u r a big fool"
6496,2,Hate,"Fulani has eaten deep in yoruba with their lifestyles and their bs religion through Ekiti and some other states in SW to the extent SW find it difficult to stop the invaders, the country might finally come to an end if SW stand against this invaders like SE is doing. LINK"
6500,2,Hate,"Slut shamed herself cos her &amp; Tobi appeared as just friends. The way Tobi was acting in d house was why it didn’t work with Alex- he is a Yoruba demon, jumping frm 1woman to another, very few women can manage dat, even d low-self-esteem ones. Dislike CeeC or not, she carries hers LINK"
6501,1,Neutral,Bullshit...
6502,1,Neutral,The solution is very simple . Support the igbo masses to restore biafra then peace will return to the region. The igbos want equal rights and justice. COCONUT HEAD GOVERNORS
6504,2,Hate,"River state is d most foolish n stupid state in Nigeria intens of election.Foolish politicians with foolish people living in a foolish land, I regret being a southerner.Continue killing urselves fools."
6506,1,Neutral,"If none of ur relationshps workd out, y dnt u take a break. Try being a hoe for sme time... Lets see how that goes😀😀😀😀"
6508,0,Not Hate,"Baboon Rapes Female Teachers, Steals Their Panties LINK"
6510,0,Not Hate,🌚
6512,0,Not Hate,": ""A Muslim who plants a tree or sows a field from which man, birds, and animals can eat, is ... LINK"
6513,1,Neutral,no ure not a Nigerian.. U a coward..U claim Nigerian but fight for biafra
6515,1,Neutral,Which stupid must be regret??? I don't support throwing a party for it. But your comment is highly ignorant and shortsighted...
6516,0,Not Hate,"Hoe lo shee"": A girl who does not know ow to cook is a ______? """
6518,2,Hate,"Your stupid religion right? Dump people, with this your empty head can you compare south to the bush boko haram northern Muslim? F does your religion permit killing? Boko haram bast$rd"
6520,1,Neutral,Lol.... are you serious right now?🤣 crazy people everywhere you go
6523,2,Hate,Majority of Southerners with that kind of mindset are either illiterate or senseless
6524,0,Not Hate,Lol be deceiving yourselves ex is EX jare... 😂 LINK
6525,1,Neutral,"Who said there's a future for this one, truly you're an idiot LINK"
6526,1,Neutral,"Saraki/dogara r bunch of power monger. I hate u two. U got no regards 4 ur party, is bad 4 ds country!"
6527,2,Hate,Hoes all the way Who good girl help
6529,0,Not Hate,": Igbos where is your so called elite or intelligences, Nnia Nwodo and oha ndi oshi good morning.. without Biafra all you o…"
6531,2,Hate,Nigerians are naturally tribalistic. I’m igbo dated my ex for a lil over two years his esan mother said I’m an outcast and can not get married to her son. Don’t be a bastard please.
6533,0,Not Hate,Mawning
6535,2,Hate,I hope the Fulani caliphate janjaweed terrorists can hear you
6536,1,Neutral,"See ehn.. As you no rate me when i no get money, Abeg.. Nah God i use take beg you... No rate me when i dahn get oo... 😊.. Make we keep this energy.. Oloshi, Alatenuje, Abateyan Je, Selfish Self Centerd Bastard."
6538,1,Neutral,"Biafra was the reason our government cancelled history in our schools, they never wanted us to know the evil they committed to the Igbos"
6540,2,Hate,"Don't be deceived. One Nigeria can't work wit this mentality from d north,religion has eaten them up so bad, they hate progress,development is a SIN to them.All they preffer is islam, wake up islam,eat islam,work islam,die islam.They just av to stay on their own"
6541,1,Neutral,Who you 2face knife to be president for which country you BLOOD sucking governor
6545,1,Neutral,God will punish you people. Murderers
6546,2,Hate,Why should ESN not be supported to protect lives and properties from this terrorist fulani herdsmen? LINK
6547,0,Not Hate,"I am shocked at those saying vote Nengi! Its obvious the ""666"" tattoo on Nengi feet caught up wit Ozo! He wants to die inside a yellow pawpaw mata. He won't have Nengi even outside the house just watch ! Na out own Ludge Nengi Abi? OK ohh Good Luck Ozo and Fans"
6549,1,Neutral,People that are daft
6551,0,Not Hate,We're waiting 4 who becomes HOH... Time to test our powers &amp; popularity... I told u haters yesterday 2 wait 4 action. Eee don come
6552,0,Not Hate,"Don’t mind him, 3 men before 30"
6553,0,Not Hate,"I'm sorry sir those reasons of yours are not the reason of terrorism in Nigeria. Every sincere Nigerians knows what the problem is. I can bet it with you that if Nigeria devide today, terrorism will automatically disappear from north. The northern should stop taking us for fool"
6554,0,Not Hate,": The soldiers who opened fire at Lekki didn't first say 'Igbo people go to the left, Yoruba people, go to the right, Hau…"
6556,0,Not Hate,How will one girl kill a dog Signs of end time I see
6557,2,Hate,: Smh Kings be Dating the wrong hausa girls 😑
6558,0,Not Hate,Hmmmm
6559,0,Not Hate,He is an intelligence agent used to infiltrate muslim communities especially in Australia and has nothing to do with Islam! Everyone knows that he has zero knowledge of Islam and he is just playing around! Those who follow him know that!
6560,2,Hate,Fulani herdsmen declare Jihad in letter to Bishop Oyedepo [VIDEO] LINK
6561,0,Not Hate,"This particular thing, God forbid. Literally rather die single"
6562,2,Hate,"Failure is not when your girlfriend leaves you, it's only when you leave her a virgin. Kindly ffbak"
6564,1,Neutral,Some dudes tell girls sweet stuff just 2 get them laid dts just stupid cut the pretence look for hoes
6566,2,Hate,""": Bitches Be Like ""A Nigga Can't Handle Me"" Then Who Can? Ifa Abi Amadioha?"""
6567,1,Neutral,"90% Of Every Girl You Meet Like You Rude, Mean and Unchivalrous. Be Nice and They'll shit On You they'll thrive on Toxicity They'll swim in Troubled waters And your calm sea could be a Turn Off Await Chemistry Class EP 1st June You Ought To...! LINK"
6570,0,Not Hate,": ,We are indigenous people of ,our right to exist has been violated by Nigerian gov. LINK"
6572,2,Hate,Bitches loose a good guy just to fuck a nigga everyone else is fucking
6573,2,Hate,Jihadist/Terrorist Buhari &amp; intensifies Islamisation of &amp; Nigeria # FreeBiafra
6574,2,Hate,: Arewa men are the worst! Tueh.
6575,1,Neutral,The guy is a demented cretin
6576,0,Not Hate,": I saw some Hausa Fulani and Northerners feeling happy for the killing of protesters in Edo, Lagos and Aba. They were e…"
6577,2,Hate,Awon werey will say her past is her past LINK
6579,0,Not Hate,Watch and Listen to all the sessions in English and Yoruba via some Cable TV stations &amp;👇. FB: LINK YT: LINK TwT: LINK TACEF📻: LINK Eng: LINK Yor: LINK LINK
6580,2,Hate,"Muslim man attacks girl for wearing sleeveless shirt and jeans, says she’s dressed like a whore LINK follow"
6581,2,Hate,"See them Fulani herdsmen kidnappers, or I should say Yoruba herdsmen kidnappers 🙄 LINK"
6583,2,Hate,"Are u wishing 2 be ugly"": Ugly Girls are always blessed with a fat ass!!"""
6584,2,Hate,"Guys wanna talk to a loyal girl and fuck side hoes, but then get mad when that loyal girl is chilling with male friends… EXPLAIN"""""
6585,1,Neutral,Testing propanganda... Lie Mohammed passed Testing the herdsmen... The Fulanis passed Price of bag of rice nko...
